task_id,surface,adsorbate,seed,calculator,population_size,generations,n_carbon
504,Ag100,C2H,1,sevennet_omni,60,200,2
505,Ag100,C2H,2,sevennet_omni,60,200,2
506,Ag110,C2H,1,sevennet_omni,60,200,2
507,Ag110,C2H,2,sevennet_omni,60,200,2
508,Ag111,C2H,1,sevennet_omni,60,200,2
509,Ag111,C2H,2,sevennet_omni,60,200,2
510,Au100,C2H,1,sevennet_omni,60,200,2
511,Au100,C2H,2,sevennet_omni,60,200,2
512,Au110,C2H,1,sevennet_omni,60,200,2
513,Au110,C2H,2,sevennet_omni,60,200,2
514,Au111,C2H,1,sevennet_omni,60,200,2
515,Au111,C2H,2,sevennet_omni,60,200,2
516,Cu100,C2H,1,sevennet_omni,60,200,2
517,Cu100,C2H,2,sevennet_omni,60,200,2
518,Cu110,C2H,1,sevennet_omni,60,200,2
519,Cu110,C2H,2,sevennet_omni,60,200,2
520,Cu111,C2H,1,sevennet_omni,60,200,2
521,Cu111,C2H,2,sevennet_omni,60,200,2
522,Ir100,C2H,1,sevennet_omni,60,200,2
523,Ir100,C2H,2,sevennet_omni,60,200,2
524,Ir110,C2H,1,sevennet_omni,60,200,2
525,Ir110,C2H,2,sevennet_omni,60,200,2
526,Ir111,C2H,1,sevennet_omni,60,200,2
527,Ir111,C2H,2,sevennet_omni,60,200,2
528,Pd100,C2H,1,sevennet_omni,60,200,2
529,Pd100,C2H,2,sevennet_omni,60,200,2
530,Pd110,C2H,1,sevennet_omni,60,200,2
531,Pd110,C2H,2,sevennet_omni,60,200,2
532,Pd111,C2H,1,sevennet_omni,60,200,2
533,Pd111,C2H,2,sevennet_omni,60,200,2
534,Pt100,C2H,1,sevennet_omni,60,200,2
535,Pt100,C2H,2,sevennet_omni,60,200,2
536,Pt110,C2H,1,sevennet_omni,60,200,2
537,Pt110,C2H,2,sevennet_omni,60,200,2
538,Pt111,C2H,1,sevennet_omni,60,200,2
539,Pt111,C2H,2,sevennet_omni,60,200,2
540,Rh100,C2H,1,sevennet_omni,60,200,2
541,Rh100,C2H,2,sevennet_omni,60,200,2
542,Rh110,C2H,1,sevennet_omni,60,200,2
543,Rh110,C2H,2,sevennet_omni,60,200,2
544,Rh111,C2H,1,sevennet_omni,60,200,2
545,Rh111,C2H,2,sevennet_omni,60,200,2
546,Ag100,O2,1,sevennet_omni,60,200,0
547,Ag100,O2,2,sevennet_omni,60,200,0
548,Ag110,O2,1,sevennet_omni,60,200,0
549,Ag110,O2,2,sevennet_omni,60,200,0
550,Ag111,O2,1,sevennet_omni,60,200,0
551,Ag111,O2,2,sevennet_omni,60,200,0
552,Au100,O2,1,sevennet_omni,60,200,0
553,Au100,O2,2,sevennet_omni,60,200,0
554,Au110,O2,1,sevennet_omni,60,200,0
555,Au110,O2,2,sevennet_omni,60,200,0
556,Au111,O2,1,sevennet_omni,60,200,0
557,Au111,O2,2,sevennet_omni,60,200,0
558,Cu100,O2,1,sevennet_omni,60,200,0
559,Cu100,O2,2,sevennet_omni,60,200,0
560,Cu110,O2,1,sevennet_omni,60,200,0
561,Cu110,O2,2,sevennet_omni,60,200,0
562,Cu111,O2,1,sevennet_omni,60,200,0
563,Cu111,O2,2,sevennet_omni,60,200,0
564,Ir100,O2,1,sevennet_omni,60,200,0
565,Ir100,O2,2,sevennet_omni,60,200,0
566,Ir110,O2,1,sevennet_omni,60,200,0
567,Ir110,O2,2,sevennet_omni,60,200,0
568,Ir111,O2,1,sevennet_omni,60,200,0
569,Ir111,O2,2,sevennet_omni,60,200,0
570,Pd100,O2,1,sevennet_omni,60,200,0
571,Pd100,O2,2,sevennet_omni,60,200,0
572,Pd110,O2,1,sevennet_omni,60,200,0
573,Pd110,O2,2,sevennet_omni,60,200,0
574,Pd111,O2,1,sevennet_omni,60,200,0
575,Pd111,O2,2,sevennet_omni,60,200,0
576,Pt100,O2,1,sevennet_omni,60,200,0
577,Pt100,O2,2,sevennet_omni,60,200,0
578,Pt110,O2,1,sevennet_omni,60,200,0
579,Pt110,O2,2,sevennet_omni,60,200,0
580,Pt111,O2,1,sevennet_omni,60,200,0
581,Pt111,O2,2,sevennet_omni,60,200,0
582,Rh100,O2,1,sevennet_omni,60,200,0
583,Rh100,O2,2,sevennet_omni,60,200,0
584,Rh110,O2,1,sevennet_omni,60,200,0
585,Rh110,O2,2,sevennet_omni,60,200,0
586,Rh111,O2,1,sevennet_omni,60,200,0
587,Rh111,O2,2,sevennet_omni,60,200,0
588,Ag100,HCO,1,sevennet_omni,60,200,1
589,Ag100,HCO,2,sevennet_omni,60,200,1
590,Ag110,HCO,1,sevennet_omni,60,200,1
591,Ag110,HCO,2,sevennet_omni,60,200,1
592,Ag111,HCO,1,sevennet_omni,60,200,1
593,Ag111,HCO,2,sevennet_omni,60,200,1
594,Au100,HCO,1,sevennet_omni,60,200,1
595,Au100,HCO,2,sevennet_omni,60,200,1
596,Au110,HCO,1,sevennet_omni,60,200,1
597,Au110,HCO,2,sevennet_omni,60,200,1
598,Au111,HCO,1,sevennet_omni,60,200,1
599,Au111,HCO,2,sevennet_omni,60,200,1
600,Cu100,HCO,1,sevennet_omni,60,200,1
601,Cu100,HCO,2,sevennet_omni,60,200,1
602,Cu110,HCO,1,sevennet_omni,60,200,1
603,Cu110,HCO,2,sevennet_omni,60,200,1
604,Cu111,HCO,1,sevennet_omni,60,200,1
605,Cu111,HCO,2,sevennet_omni,60,200,1
606,Ir100,HCO,1,sevennet_omni,60,200,1
607,Ir100,HCO,2,sevennet_omni,60,200,1
608,Ir110,HCO,1,sevennet_omni,60,200,1
609,Ir110,HCO,2,sevennet_omni,60,200,1
610,Ir111,HCO,1,sevennet_omni,60,200,1
611,Ir111,HCO,2,sevennet_omni,60,200,1
612,Pd100,HCO,1,sevennet_omni,60,200,1
613,Pd100,HCO,2,sevennet_omni,60,200,1
614,Pd110,HCO,1,sevennet_omni,60,200,1
615,Pd110,HCO,2,sevennet_omni,60,200,1
616,Pd111,HCO,1,sevennet_omni,60,200,1
617,Pd111,HCO,2,sevennet_omni,60,200,1
618,Pt100,HCO,1,sevennet_omni,60,200,1
619,Pt100,HCO,2,sevennet_omni,60,200,1
620,Pt110,HCO,1,sevennet_omni,60,200,1
621,Pt110,HCO,2,sevennet_omni,60,200,1
622,Pt111,HCO,1,sevennet_omni,60,200,1
623,Pt111,HCO,2,sevennet_omni,60,200,1
624,Rh100,HCO,1,sevennet_omni,60,200,1
625,Rh100,HCO,2,sevennet_omni,60,200,1
626,Rh110,HCO,1,sevennet_omni,60,200,1
627,Rh110,HCO,2,sevennet_omni,60,200,1
628,Rh111,HCO,1,sevennet_omni,60,200,1
629,Rh111,HCO,2,sevennet_omni,60,200,1
630,Ag100,CH2OH,1,sevennet_omni,60,200,1
631,Ag100,CH2OH,2,sevennet_omni,60,200,1
632,Ag110,CH2OH,1,sevennet_omni,60,200,1
633,Ag110,CH2OH,2,sevennet_omni,60,200,1
634,Ag111,CH2OH,1,sevennet_omni,60,200,1
635,Ag111,CH2OH,2,sevennet_omni,60,200,1
636,Au100,CH2OH,1,sevennet_omni,60,200,1
637,Au100,CH2OH,2,sevennet_omni,60,200,1
638,Au110,CH2OH,1,sevennet_omni,60,200,1
639,Au110,CH2OH,2,sevennet_omni,60,200,1
640,Au111,CH2OH,1,sevennet_omni,60,200,1
641,Au111,CH2OH,2,sevennet_omni,60,200,1
642,Cu100,CH2OH,1,sevennet_omni,60,200,1
643,Cu100,CH2OH,2,sevennet_omni,60,200,1
644,Cu110,CH2OH,1,sevennet_omni,60,200,1
645,Cu110,CH2OH,2,sevennet_omni,60,200,1
646,Cu111,CH2OH,1,sevennet_omni,60,200,1
647,Cu111,CH2OH,2,sevennet_omni,60,200,1
648,Ir100,CH2OH,1,sevennet_omni,60,200,1
649,Ir100,CH2OH,2,sevennet_omni,60,200,1
650,Ir110,CH2OH,1,sevennet_omni,60,200,1
651,Ir110,CH2OH,2,sevennet_omni,60,200,1
652,Ir111,CH2OH,1,sevennet_omni,60,200,1
653,Ir111,CH2OH,2,sevennet_omni,60,200,1
654,Pd100,CH2OH,1,sevennet_omni,60,200,1
655,Pd100,CH2OH,2,sevennet_omni,60,200,1
656,Pd110,CH2OH,1,sevennet_omni,60,200,1
657,Pd110,CH2OH,2,sevennet_omni,60,200,1
658,Pd111,CH2OH,1,sevennet_omni,60,200,1
659,Pd111,CH2OH,2,sevennet_omni,60,200,1
660,Pt100,CH2OH,1,sevennet_omni,60,200,1
661,Pt100,CH2OH,2,sevennet_omni,60,200,1
662,Pt110,CH2OH,1,sevennet_omni,60,200,1
663,Pt110,CH2OH,2,sevennet_omni,60,200,1
664,Pt111,CH2OH,1,sevennet_omni,60,200,1
665,Pt111,CH2OH,2,sevennet_omni,60,200,1
666,Rh100,CH2OH,1,sevennet_omni,60,200,1
667,Rh100,CH2OH,2,sevennet_omni,60,200,1
668,Rh110,CH2OH,1,sevennet_omni,60,200,1
669,Rh110,CH2OH,2,sevennet_omni,60,200,1
670,Rh111,CH2OH,1,sevennet_omni,60,200,1
671,Rh111,CH2OH,2,sevennet_omni,60,200,1
672,Ag100,HO2,1,sevennet_omni,60,200,0
673,Ag100,HO2,2,sevennet_omni,60,200,0
674,Ag110,HO2,1,sevennet_omni,60,200,0
675,Ag110,HO2,2,sevennet_omni,60,200,0
676,Ag111,HO2,1,sevennet_omni,60,200,0
677,Ag111,HO2,2,sevennet_omni,60,200,0
678,Au100,HO2,1,sevennet_omni,60,200,0
679,Au100,HO2,2,sevennet_omni,60,200,0
680,Au110,HO2,1,sevennet_omni,60,200,0
681,Au110,HO2,2,sevennet_omni,60,200,0
682,Au111,HO2,1,sevennet_omni,60,200,0
683,Au111,HO2,2,sevennet_omni,60,200,0
684,Cu100,HO2,1,sevennet_omni,60,200,0
685,Cu100,HO2,2,sevennet_omni,60,200,0
686,Cu110,HO2,1,sevennet_omni,60,200,0
687,Cu110,HO2,2,sevennet_omni,60,200,0
688,Cu111,HO2,1,sevennet_omni,60,200,0
689,Cu111,HO2,2,sevennet_omni,60,200,0
690,Ir100,HO2,1,sevennet_omni,60,200,0
691,Ir100,HO2,2,sevennet_omni,60,200,0
692,Ir110,HO2,1,sevennet_omni,60,200,0
693,Ir110,HO2,2,sevennet_omni,60,200,0
694,Ir111,HO2,1,sevennet_omni,60,200,0
695,Ir111,HO2,2,sevennet_omni,60,200,0
696,Pd100,HO2,1,sevennet_omni,60,200,0
697,Pd100,HO2,2,sevennet_omni,60,200,0
698,Pd110,HO2,1,sevennet_omni,60,200,0
699,Pd110,HO2,2,sevennet_omni,60,200,0
700,Pd111,HO2,1,sevennet_omni,60,200,0
701,Pd111,HO2,2,sevennet_omni,60,200,0
702,Pt100,HO2,1,sevennet_omni,60,200,0
703,Pt100,HO2,2,sevennet_omni,60,200,0
704,Pt110,HO2,1,sevennet_omni,60,200,0
705,Pt110,HO2,2,sevennet_omni,60,200,0
706,Pt111,HO2,1,sevennet_omni,60,200,0
707,Pt111,HO2,2,sevennet_omni,60,200,0
708,Rh100,HO2,1,sevennet_omni,60,200,0
709,Rh100,HO2,2,sevennet_omni,60,200,0
710,Rh110,HO2,1,sevennet_omni,60,200,0
711,Rh110,HO2,2,sevennet_omni,60,200,0
712,Rh111,HO2,1,sevennet_omni,60,200,0
713,Rh111,HO2,2,sevennet_omni,60,200,0
