task_id,surface,adsorbate,seed,calculator,population_size,generations,n_carbon
3904,Au111,propionic_acid,5,sevennet_omni,60,200,3
3905,Au111,propionic_acid,6,sevennet_omni,60,200,3
3906,Au111,propionic_acid,1,5m,60,200,3
3907,Au111,propionic_acid,2,5m,60,200,3
3908,Au111,propionic_acid,3,5m,60,200,3
3909,Au111,propionic_acid,4,5m,60,200,3
3910,Au111,propionic_acid,5,5m,60,200,3
3911,Au111,propionic_acid,6,5m,60,200,3
3912,Au111,pyrrole,1,sevennet_omni,60,200,4
3913,Au111,pyrrole,2,sevennet_omni,60,200,4
3914,Au111,pyrrole,3,sevennet_omni,60,200,4
3915,Au111,pyrrole,4,sevennet_omni,60,200,4
3916,Au111,pyrrole,5,sevennet_omni,60,200,4
3917,Au111,pyrrole,6,sevennet_omni,60,200,4
3918,Au111,pyrrole,1,5m,60,200,4
3919,Au111,pyrrole,2,5m,60,200,4
3920,Au111,pyrrole,3,5m,60,200,4
3921,Au111,pyrrole,4,5m,60,200,4
3922,Au111,pyrrole,5,5m,60,200,4
3923,Au111,pyrrole,6,5m,60,200,4
3924,Au111,pyruvic_acid,1,sevennet_omni,60,200,3
3925,Au111,pyruvic_acid,2,sevennet_omni,60,200,3
3926,Au111,pyruvic_acid,3,sevennet_omni,60,200,3
3927,Au111,pyruvic_acid,4,sevennet_omni,60,200,3
3928,Au111,pyruvic_acid,5,sevennet_omni,60,200,3
3929,Au111,pyruvic_acid,6,sevennet_omni,60,200,3
3930,Au111,pyruvic_acid,1,5m,60,200,3
3931,Au111,pyruvic_acid,2,5m,60,200,3
3932,Au111,pyruvic_acid,3,5m,60,200,3
3933,Au111,pyruvic_acid,4,5m,60,200,3
3934,Au111,pyruvic_acid,5,5m,60,200,3
3935,Au111,pyruvic_acid,6,5m,60,200,3
3936,Au111,sorbitol,1,sevennet_omni,60,200,6
3937,Au111,sorbitol,2,sevennet_omni,60,200,6
3938,Au111,sorbitol,3,sevennet_omni,60,200,6
3939,Au111,sorbitol,4,sevennet_omni,60,200,6
3940,Au111,sorbitol,5,sevennet_omni,60,200,6
3941,Au111,sorbitol,6,sevennet_omni,60,200,6
3942,Au111,sorbitol,1,5m,60,200,6
3943,Au111,sorbitol,2,5m,60,200,6
3944,Au111,sorbitol,3,5m,60,200,6
3945,Au111,sorbitol,4,5m,60,200,6
3946,Au111,sorbitol,5,5m,60,200,6
3947,Au111,sorbitol,6,5m,60,200,6
3948,Au111,styrene,1,sevennet_omni,60,200,8
3949,Au111,styrene,2,sevennet_omni,60,200,8
3950,Au111,styrene,3,sevennet_omni,60,200,8
3951,Au111,styrene,4,sevennet_omni,60,200,8
3952,Au111,styrene,5,sevennet_omni,60,200,8
3953,Au111,styrene,6,sevennet_omni,60,200,8
3954,Au111,styrene,1,5m,60,200,8
3955,Au111,styrene,2,5m,60,200,8
3956,Au111,styrene,3,5m,60,200,8
3957,Au111,styrene,4,5m,60,200,8
3958,Au111,styrene,5,5m,60,200,8
3959,Au111,styrene,6,5m,60,200,8
3960,Au111,succinic_acid,1,sevennet_omni,60,200,4
3961,Au111,succinic_acid,2,sevennet_omni,60,200,4
3962,Au111,succinic_acid,3,sevennet_omni,60,200,4
3963,Au111,succinic_acid,4,sevennet_omni,60,200,4
3964,Au111,succinic_acid,5,sevennet_omni,60,200,4
3965,Au111,succinic_acid,6,sevennet_omni,60,200,4
3966,Au111,succinic_acid,1,5m,60,200,4
3967,Au111,succinic_acid,2,5m,60,200,4
3968,Au111,succinic_acid,3,5m,60,200,4
3969,Au111,succinic_acid,4,5m,60,200,4
3970,Au111,succinic_acid,5,5m,60,200,4
3971,Au111,succinic_acid,6,5m,60,200,4
3972,Au111,tartaric_acid,1,sevennet_omni,60,200,4
3973,Au111,tartaric_acid,2,sevennet_omni,60,200,4
3974,Au111,tartaric_acid,3,sevennet_omni,60,200,4
3975,Au111,tartaric_acid,4,sevennet_omni,60,200,4
3976,Au111,tartaric_acid,5,sevennet_omni,60,200,4
3977,Au111,tartaric_acid,6,sevennet_omni,60,200,4
3978,Au111,tartaric_acid,1,5m,60,200,4
3979,Au111,tartaric_acid,2,5m,60,200,4
3980,Au111,tartaric_acid,3,5m,60,200,4
3981,Au111,tartaric_acid,4,5m,60,200,4
3982,Au111,tartaric_acid,5,5m,60,200,4
3983,Au111,tartaric_acid,6,5m,60,200,4
3984,Au111,thiophene,1,sevennet_omni,60,200,4
3985,Au111,thiophene,2,sevennet_omni,60,200,4
3986,Au111,thiophene,3,sevennet_omni,60,200,4
3987,Au111,thiophene,4,sevennet_omni,60,200,4
3988,Au111,thiophene,5,sevennet_omni,60,200,4
3989,Au111,thiophene,6,sevennet_omni,60,200,4
3990,Au111,thiophene,1,5m,60,200,4
3991,Au111,thiophene,2,5m,60,200,4
3992,Au111,thiophene,3,5m,60,200,4
3993,Au111,thiophene,4,5m,60,200,4
3994,Au111,thiophene,5,5m,60,200,4
3995,Au111,thiophene,6,5m,60,200,4
3996,Au111,toluene,1,sevennet_omni,60,200,7
3997,Au111,toluene,2,sevennet_omni,60,200,7
3998,Au111,toluene,3,sevennet_omni,60,200,7
3999,Au111,toluene,4,sevennet_omni,60,200,7
4000,Au111,toluene,5,sevennet_omni,60,200,7
4001,Au111,toluene,6,sevennet_omni,60,200,7
4002,Au111,toluene,1,5m,60,200,7
4003,Au111,toluene,2,5m,60,200,7
4004,Au111,toluene,3,5m,60,200,7
4005,Au111,toluene,4,5m,60,200,7
4006,Au111,toluene,5,5m,60,200,7
4007,Au111,toluene,6,5m,60,200,7
4008,Au111,valeraldehyde,1,sevennet_omni,60,200,5
4009,Au111,valeraldehyde,2,sevennet_omni,60,200,5
4010,Au111,valeraldehyde,3,sevennet_omni,60,200,5
4011,Au111,valeraldehyde,4,sevennet_omni,60,200,5
4012,Au111,valeraldehyde,5,sevennet_omni,60,200,5
4013,Au111,valeraldehyde,6,sevennet_omni,60,200,5
4014,Au111,valeraldehyde,1,5m,60,200,5
4015,Au111,valeraldehyde,2,5m,60,200,5
4016,Au111,valeraldehyde,3,5m,60,200,5
4017,Au111,valeraldehyde,4,5m,60,200,5
4018,Au111,valeraldehyde,5,5m,60,200,5
4019,Au111,valeraldehyde,6,5m,60,200,5
4020,Au111,valeric_acid,1,sevennet_omni,60,200,5
4021,Au111,valeric_acid,2,sevennet_omni,60,200,5
4022,Au111,valeric_acid,3,sevennet_omni,60,200,5
4023,Au111,valeric_acid,4,sevennet_omni,60,200,5
4024,Au111,valeric_acid,5,sevennet_omni,60,200,5
4025,Au111,valeric_acid,6,sevennet_omni,60,200,5
4026,Au111,valeric_acid,1,5m,60,200,5
4027,Au111,valeric_acid,2,5m,60,200,5
4028,Au111,valeric_acid,3,5m,60,200,5
4029,Au111,valeric_acid,4,5m,60,200,5
4030,Au111,valeric_acid,5,5m,60,200,5
4031,Au111,valeric_acid,6,5m,60,200,5
4032,Au111,xylene,1,sevennet_omni,60,200,8
4033,Au111,xylene,2,sevennet_omni,60,200,8
4034,Au111,xylene,3,sevennet_omni,60,200,8
4035,Au111,xylene,4,sevennet_omni,60,200,8
4036,Au111,xylene,5,sevennet_omni,60,200,8
4037,Au111,xylene,6,sevennet_omni,60,200,8
4038,Au111,xylene,1,5m,60,200,8
4039,Au111,xylene,2,5m,60,200,8
4040,Au111,xylene,3,5m,60,200,8
4041,Au111,xylene,4,5m,60,200,8
4042,Au111,xylene,5,5m,60,200,8
4043,Au111,xylene,6,5m,60,200,8
4044,Au111,xylitol,1,sevennet_omni,60,200,5
4045,Au111,xylitol,2,sevennet_omni,60,200,5
4046,Au111,xylitol,3,sevennet_omni,60,200,5
4047,Au111,xylitol,4,sevennet_omni,60,200,5
4048,Au111,xylitol,5,sevennet_omni,60,200,5
4049,Au111,xylitol,6,sevennet_omni,60,200,5
4050,Au111,xylitol,1,5m,60,200,5
4051,Au111,xylitol,2,5m,60,200,5
4052,Au111,xylitol,3,5m,60,200,5
4053,Au111,xylitol,4,5m,60,200,5
4054,Au111,xylitol,5,5m,60,200,5
4055,Au111,xylitol,6,5m,60,200,5
4056,Cu100,1-butanol,1,sevennet_omni,60,200,4
4057,Cu100,1-butanol,2,sevennet_omni,60,200,4
4058,Cu100,1-butanol,3,sevennet_omni,60,200,4
4059,Cu100,1-butanol,4,sevennet_omni,60,200,4
4060,Cu100,1-butanol,5,sevennet_omni,60,200,4
4061,Cu100,1-butanol,6,sevennet_omni,60,200,4
4062,Cu100,1-butanol,1,5m,60,200,4
4063,Cu100,1-butanol,2,5m,60,200,4
4064,Cu100,1-butanol,3,5m,60,200,4
4065,Cu100,1-butanol,4,5m,60,200,4
4066,Cu100,1-butanol,5,5m,60,200,4
4067,Cu100,1-butanol,6,5m,60,200,4
4068,Cu100,1-butene,1,sevennet_omni,60,200,4
4069,Cu100,1-butene,2,sevennet_omni,60,200,4
4070,Cu100,1-butene,3,sevennet_omni,60,200,4
4071,Cu100,1-butene,4,sevennet_omni,60,200,4
4072,Cu100,1-butene,5,sevennet_omni,60,200,4
4073,Cu100,1-butene,6,sevennet_omni,60,200,4
4074,Cu100,1-butene,1,5m,60,200,4
4075,Cu100,1-butene,2,5m,60,200,4
4076,Cu100,1-butene,3,5m,60,200,4
4077,Cu100,1-butene,4,5m,60,200,4
4078,Cu100,1-butene,5,5m,60,200,4
4079,Cu100,1-butene,6,5m,60,200,4
4080,Cu100,1-pentene,1,sevennet_omni,60,200,5
4081,Cu100,1-pentene,2,sevennet_omni,60,200,5
4082,Cu100,1-pentene,3,sevennet_omni,60,200,5
4083,Cu100,1-pentene,4,sevennet_omni,60,200,5
4084,Cu100,1-pentene,5,sevennet_omni,60,200,5
4085,Cu100,1-pentene,6,sevennet_omni,60,200,5
4086,Cu100,1-pentene,1,5m,60,200,5
4087,Cu100,1-pentene,2,5m,60,200,5
4088,Cu100,1-pentene,3,5m,60,200,5
4089,Cu100,1-pentene,4,5m,60,200,5
4090,Cu100,1-pentene,5,5m,60,200,5
4091,Cu100,1-pentene,6,5m,60,200,5
4092,Cu100,2-butanol,1,sevennet_omni,60,200,4
4093,Cu100,2-butanol,2,sevennet_omni,60,200,4
4094,Cu100,2-butanol,3,sevennet_omni,60,200,4
4095,Cu100,2-butanol,4,sevennet_omni,60,200,4
4096,Cu100,2-butanol,5,sevennet_omni,60,200,4
4097,Cu100,2-butanol,6,sevennet_omni,60,200,4
4098,Cu100,2-butanol,1,5m,60,200,4
4099,Cu100,2-butanol,2,5m,60,200,4
4100,Cu100,2-butanol,3,5m,60,200,4
4101,Cu100,2-butanol,4,5m,60,200,4
4102,Cu100,2-butanol,5,5m,60,200,4
4103,Cu100,2-butanol,6,5m,60,200,4
4104,Cu100,2-butene,1,sevennet_omni,60,200,4
4105,Cu100,2-butene,2,sevennet_omni,60,200,4
4106,Cu100,2-butene,3,sevennet_omni,60,200,4
4107,Cu100,2-butene,4,sevennet_omni,60,200,4
4108,Cu100,2-butene,5,sevennet_omni,60,200,4
4109,Cu100,2-butene,6,sevennet_omni,60,200,4
4110,Cu100,2-butene,1,5m,60,200,4
4111,Cu100,2-butene,2,5m,60,200,4
4112,Cu100,2-butene,3,5m,60,200,4
4113,Cu100,2-butene,4,5m,60,200,4
4114,Cu100,2-butene,5,5m,60,200,4
4115,Cu100,2-butene,6,5m,60,200,4
4116,Cu100,2-heptanone,1,sevennet_omni,60,200,7
4117,Cu100,2-heptanone,2,sevennet_omni,60,200,7
4118,Cu100,2-heptanone,3,sevennet_omni,60,200,7
4119,Cu100,2-heptanone,4,sevennet_omni,60,200,7
4120,Cu100,2-heptanone,5,sevennet_omni,60,200,7
4121,Cu100,2-heptanone,6,sevennet_omni,60,200,7
4122,Cu100,2-heptanone,1,5m,60,200,7
4123,Cu100,2-heptanone,2,5m,60,200,7
4124,Cu100,2-heptanone,3,5m,60,200,7
4125,Cu100,2-heptanone,4,5m,60,200,7
4126,Cu100,2-heptanone,5,5m,60,200,7
4127,Cu100,2-heptanone,6,5m,60,200,7
4128,Cu100,2-hexanone,1,sevennet_omni,60,200,6
4129,Cu100,2-hexanone,2,sevennet_omni,60,200,6
4130,Cu100,2-hexanone,3,sevennet_omni,60,200,6
4131,Cu100,2-hexanone,4,sevennet_omni,60,200,6
4132,Cu100,2-hexanone,5,sevennet_omni,60,200,6
4133,Cu100,2-hexanone,6,sevennet_omni,60,200,6
4134,Cu100,2-hexanone,1,5m,60,200,6
4135,Cu100,2-hexanone,2,5m,60,200,6
4136,Cu100,2-hexanone,3,5m,60,200,6
4137,Cu100,2-hexanone,4,5m,60,200,6
4138,Cu100,2-hexanone,5,5m,60,200,6
4139,Cu100,2-hexanone,6,5m,60,200,6
4140,Cu100,2-pentanone,1,sevennet_omni,60,200,5
4141,Cu100,2-pentanone,2,sevennet_omni,60,200,5
4142,Cu100,2-pentanone,3,sevennet_omni,60,200,5
4143,Cu100,2-pentanone,4,sevennet_omni,60,200,5
4144,Cu100,2-pentanone,5,sevennet_omni,60,200,5
4145,Cu100,2-pentanone,6,sevennet_omni,60,200,5
4146,Cu100,2-pentanone,1,5m,60,200,5
4147,Cu100,2-pentanone,2,5m,60,200,5
4148,Cu100,2-pentanone,3,5m,60,200,5
4149,Cu100,2-pentanone,4,5m,60,200,5
4150,Cu100,2-pentanone,5,5m,60,200,5
4151,Cu100,2-pentanone,6,5m,60,200,5
4152,Cu100,3-MTHF,1,sevennet_omni,60,200,5
4153,Cu100,3-MTHF,2,sevennet_omni,60,200,5
4154,Cu100,3-MTHF,3,sevennet_omni,60,200,5
4155,Cu100,3-MTHF,4,sevennet_omni,60,200,5
4156,Cu100,3-MTHF,5,sevennet_omni,60,200,5
4157,Cu100,3-MTHF,6,sevennet_omni,60,200,5
4158,Cu100,3-MTHF,1,5m,60,200,5
4159,Cu100,3-MTHF,2,5m,60,200,5
4160,Cu100,3-MTHF,3,5m,60,200,5
4161,Cu100,3-MTHF,4,5m,60,200,5
4162,Cu100,3-MTHF,5,5m,60,200,5
4163,Cu100,3-MTHF,6,5m,60,200,5
4164,Cu100,3-hydroxypropionic_acid,1,sevennet_omni,60,200,3
4165,Cu100,3-hydroxypropionic_acid,2,sevennet_omni,60,200,3
4166,Cu100,3-hydroxypropionic_acid,3,sevennet_omni,60,200,3
4167,Cu100,3-hydroxypropionic_acid,4,sevennet_omni,60,200,3
4168,Cu100,3-hydroxypropionic_acid,5,sevennet_omni,60,200,3
4169,Cu100,3-hydroxypropionic_acid,6,sevennet_omni,60,200,3
4170,Cu100,3-hydroxypropionic_acid,1,5m,60,200,3
4171,Cu100,3-hydroxypropionic_acid,2,5m,60,200,3
4172,Cu100,3-hydroxypropionic_acid,3,5m,60,200,3
4173,Cu100,3-hydroxypropionic_acid,4,5m,60,200,3
4174,Cu100,3-hydroxypropionic_acid,5,5m,60,200,3
4175,Cu100,3-hydroxypropionic_acid,6,5m,60,200,3
4176,Cu100,5-HMF,1,sevennet_omni,60,200,6
4177,Cu100,5-HMF,2,sevennet_omni,60,200,6
4178,Cu100,5-HMF,3,sevennet_omni,60,200,6
4179,Cu100,5-HMF,4,sevennet_omni,60,200,6
4180,Cu100,5-HMF,5,sevennet_omni,60,200,6
4181,Cu100,5-HMF,6,sevennet_omni,60,200,6
4182,Cu100,5-HMF,1,5m,60,200,6
4183,Cu100,5-HMF,2,5m,60,200,6
4184,Cu100,5-HMF,3,5m,60,200,6
4185,Cu100,5-HMF,4,5m,60,200,6
4186,Cu100,5-HMF,5,5m,60,200,6
4187,Cu100,5-HMF,6,5m,60,200,6
4188,Cu100,5-heptanone,1,sevennet_omni,60,200,7
4189,Cu100,5-heptanone,2,sevennet_omni,60,200,7
4190,Cu100,5-heptanone,3,sevennet_omni,60,200,7
4191,Cu100,5-heptanone,4,sevennet_omni,60,200,7
4192,Cu100,5-heptanone,5,sevennet_omni,60,200,7
4193,Cu100,5-heptanone,6,sevennet_omni,60,200,7
4194,Cu100,5-heptanone,1,5m,60,200,7
4195,Cu100,5-heptanone,2,5m,60,200,7
4196,Cu100,5-heptanone,3,5m,60,200,7
4197,Cu100,5-heptanone,4,5m,60,200,7
4198,Cu100,5-heptanone,5,5m,60,200,7
4199,Cu100,5-heptanone,6,5m,60,200,7
4200,Cu100,5-methylfurfural,1,sevennet_omni,60,200,6
4201,Cu100,5-methylfurfural,2,sevennet_omni,60,200,6
4202,Cu100,5-methylfurfural,3,sevennet_omni,60,200,6
4203,Cu100,5-methylfurfural,4,sevennet_omni,60,200,6
4204,Cu100,5-methylfurfural,5,sevennet_omni,60,200,6
4205,Cu100,5-methylfurfural,6,sevennet_omni,60,200,6
4206,Cu100,5-methylfurfural,1,5m,60,200,6
4207,Cu100,5-methylfurfural,2,5m,60,200,6
4208,Cu100,5-methylfurfural,3,5m,60,200,6
4209,Cu100,5-methylfurfural,4,5m,60,200,6
4210,Cu100,5-methylfurfural,5,5m,60,200,6
4211,Cu100,5-methylfurfural,6,5m,60,200,6
4212,Cu100,CH4,1,sevennet_omni,60,200,1
4213,Cu100,CH4,2,sevennet_omni,60,200,1
4214,Cu100,CH4,3,sevennet_omni,60,200,1
4215,Cu100,CH4,1,5m,60,200,1
4216,Cu100,CH4,2,5m,60,200,1
4217,Cu100,CH4,3,5m,60,200,1
4218,Cu100,CO,1,sevennet_omni,60,200,1
4219,Cu100,CO,2,sevennet_omni,60,200,1
4220,Cu100,CO,3,sevennet_omni,60,200,1
4221,Cu100,CO,1,5m,60,200,1
4222,Cu100,CO,2,5m,60,200,1
4223,Cu100,CO,3,5m,60,200,1
4224,Cu100,CO2,1,sevennet_omni,60,200,1
4225,Cu100,CO2,2,sevennet_omni,60,200,1
4226,Cu100,CO2,3,sevennet_omni,60,200,1
4227,Cu100,CO2,1,5m,60,200,1
4228,Cu100,CO2,2,5m,60,200,1
4229,Cu100,CO2,3,5m,60,200,1
4230,Cu100,DME,1,sevennet_omni,60,200,2
4231,Cu100,DME,2,sevennet_omni,60,200,2
4232,Cu100,DME,3,sevennet_omni,60,200,2
4233,Cu100,DME,1,5m,60,200,2
4234,Cu100,DME,2,5m,60,200,2
4235,Cu100,DME,3,5m,60,200,2
4236,Cu100,DMSO,1,sevennet_omni,60,200,2
4237,Cu100,DMSO,2,sevennet_omni,60,200,2
4238,Cu100,DMSO,3,sevennet_omni,60,200,2
4239,Cu100,DMSO,1,5m,60,200,2
4240,Cu100,DMSO,2,5m,60,200,2
4241,Cu100,DMSO,3,5m,60,200,2
4242,Cu100,H2,1,sevennet_omni,60,200,0
4243,Cu100,H2,2,sevennet_omni,60,200,0
4244,Cu100,H2,3,sevennet_omni,60,200,0
4245,Cu100,H2,1,5m,60,200,0
4246,Cu100,H2,2,5m,60,200,0
4247,Cu100,H2,3,5m,60,200,0
4248,Cu100,H2O,1,sevennet_omni,60,200,0
4249,Cu100,H2O,2,sevennet_omni,60,200,0
4250,Cu100,H2O,3,sevennet_omni,60,200,0
4251,Cu100,H2O,1,5m,60,200,0
4252,Cu100,H2O,2,5m,60,200,0
4253,Cu100,H2O,3,5m,60,200,0
4254,Cu100,H2S,1,sevennet_omni,60,200,0
4255,Cu100,H2S,2,sevennet_omni,60,200,0
4256,Cu100,H2S,3,sevennet_omni,60,200,0
4257,Cu100,H2S,1,5m,60,200,0
4258,Cu100,H2S,2,5m,60,200,0
4259,Cu100,H2S,3,5m,60,200,0
4260,Cu100,N2,1,sevennet_omni,60,200,0
4261,Cu100,N2,2,sevennet_omni,60,200,0
4262,Cu100,N2,3,sevennet_omni,60,200,0
4263,Cu100,N2,1,5m,60,200,0
4264,Cu100,N2,2,5m,60,200,0
4265,Cu100,N2,3,5m,60,200,0
4266,Cu100,NH3,1,sevennet_omni,60,200,0
4267,Cu100,NH3,2,sevennet_omni,60,200,0
4268,Cu100,NH3,3,sevennet_omni,60,200,0
4269,Cu100,NH3,1,5m,60,200,0
4270,Cu100,NH3,2,5m,60,200,0
4271,Cu100,NH3,3,5m,60,200,0
4272,Cu100,NO,1,sevennet_omni,60,200,0
4273,Cu100,NO,2,sevennet_omni,60,200,0
4274,Cu100,NO,3,sevennet_omni,60,200,0
4275,Cu100,NO,1,5m,60,200,0
4276,Cu100,NO,2,5m,60,200,0
4277,Cu100,NO,3,5m,60,200,0
4278,Cu100,NO2,1,sevennet_omni,60,200,0
4279,Cu100,NO2,2,sevennet_omni,60,200,0
4280,Cu100,NO2,3,sevennet_omni,60,200,0
4281,Cu100,NO2,1,5m,60,200,0
4282,Cu100,NO2,2,5m,60,200,0
4283,Cu100,NO2,3,5m,60,200,0
4284,Cu100,O2,1,sevennet_omni,60,200,0
4285,Cu100,O2,2,sevennet_omni,60,200,0
4286,Cu100,O2,3,sevennet_omni,60,200,0
4287,Cu100,O2,1,5m,60,200,0
4288,Cu100,O2,2,5m,60,200,0
4289,Cu100,O2,3,5m,60,200,0
4290,Cu100,SO2,1,sevennet_omni,60,200,0
4291,Cu100,SO2,2,sevennet_omni,60,200,0
4292,Cu100,SO2,3,sevennet_omni,60,200,0
4293,Cu100,SO2,1,5m,60,200,0
4294,Cu100,SO2,2,5m,60,200,0
4295,Cu100,SO2,3,5m,60,200,0
4296,Cu100,THF,1,sevennet_omni,60,200,4
4297,Cu100,THF,2,sevennet_omni,60,200,4
4298,Cu100,THF,3,sevennet_omni,60,200,4
4299,Cu100,THF,4,sevennet_omni,60,200,4
4300,Cu100,THF,5,sevennet_omni,60,200,4
4301,Cu100,THF,6,sevennet_omni,60,200,4
4302,Cu100,THF,1,5m,60,200,4
4303,Cu100,THF,2,5m,60,200,4
4304,Cu100,THF,3,5m,60,200,4
4305,Cu100,THF,4,5m,60,200,4
4306,Cu100,THF,5,5m,60,200,4
4307,Cu100,THF,6,5m,60,200,4
4308,Cu100,acetaldehyde,1,sevennet_omni,60,200,2
4309,Cu100,acetaldehyde,2,sevennet_omni,60,200,2
4310,Cu100,acetaldehyde,3,sevennet_omni,60,200,2
4311,Cu100,acetaldehyde,1,5m,60,200,2
4312,Cu100,acetaldehyde,2,5m,60,200,2
4313,Cu100,acetaldehyde,3,5m,60,200,2
4314,Cu100,acetic_acid,1,sevennet_omni,60,200,2
4315,Cu100,acetic_acid,2,sevennet_omni,60,200,2
4316,Cu100,acetic_acid,3,sevennet_omni,60,200,2
4317,Cu100,acetic_acid,1,5m,60,200,2
4318,Cu100,acetic_acid,2,5m,60,200,2
4319,Cu100,acetic_acid,3,5m,60,200,2
4320,Cu100,acetone,1,sevennet_omni,60,200,3
4321,Cu100,acetone,2,sevennet_omni,60,200,3
4322,Cu100,acetone,3,sevennet_omni,60,200,3
4323,Cu100,acetone,4,sevennet_omni,60,200,3
4324,Cu100,acetone,5,sevennet_omni,60,200,3
4325,Cu100,acetone,6,sevennet_omni,60,200,3
4326,Cu100,acetone,1,5m,60,200,3
4327,Cu100,acetone,2,5m,60,200,3
4328,Cu100,acetone,3,5m,60,200,3
4329,Cu100,acetone,4,5m,60,200,3
4330,Cu100,acetone,5,5m,60,200,3
4331,Cu100,acetone,6,5m,60,200,3
4332,Cu100,acetophenone,1,sevennet_omni,60,200,8
4333,Cu100,acetophenone,2,sevennet_omni,60,200,8
4334,Cu100,acetophenone,3,sevennet_omni,60,200,8
4335,Cu100,acetophenone,4,sevennet_omni,60,200,8
4336,Cu100,acetophenone,5,sevennet_omni,60,200,8
4337,Cu100,acetophenone,6,sevennet_omni,60,200,8
4338,Cu100,acetophenone,1,5m,60,200,8
4339,Cu100,acetophenone,2,5m,60,200,8
4340,Cu100,acetophenone,3,5m,60,200,8
4341,Cu100,acetophenone,4,5m,60,200,8
4342,Cu100,acetophenone,5,5m,60,200,8
4343,Cu100,acetophenone,6,5m,60,200,8
4344,Cu100,aniline,1,sevennet_omni,60,200,6
4345,Cu100,aniline,2,sevennet_omni,60,200,6
4346,Cu100,aniline,3,sevennet_omni,60,200,6
4347,Cu100,aniline,4,sevennet_omni,60,200,6
4348,Cu100,aniline,5,sevennet_omni,60,200,6
4349,Cu100,aniline,6,sevennet_omni,60,200,6
4350,Cu100,aniline,1,5m,60,200,6
4351,Cu100,aniline,2,5m,60,200,6
4352,Cu100,aniline,3,5m,60,200,6
4353,Cu100,aniline,4,5m,60,200,6
4354,Cu100,aniline,5,5m,60,200,6
4355,Cu100,aniline,6,5m,60,200,6
4356,Cu100,benzaldehyde,1,sevennet_omni,60,200,7
4357,Cu100,benzaldehyde,2,sevennet_omni,60,200,7
4358,Cu100,benzaldehyde,3,sevennet_omni,60,200,7
4359,Cu100,benzaldehyde,4,sevennet_omni,60,200,7
4360,Cu100,benzaldehyde,5,sevennet_omni,60,200,7
4361,Cu100,benzaldehyde,6,sevennet_omni,60,200,7
4362,Cu100,benzaldehyde,1,5m,60,200,7
4363,Cu100,benzaldehyde,2,5m,60,200,7
4364,Cu100,benzaldehyde,3,5m,60,200,7
4365,Cu100,benzaldehyde,4,5m,60,200,7
4366,Cu100,benzaldehyde,5,5m,60,200,7
4367,Cu100,benzaldehyde,6,5m,60,200,7
4368,Cu100,benzene,1,sevennet_omni,60,200,6
4369,Cu100,benzene,2,sevennet_omni,60,200,6
4370,Cu100,benzene,3,sevennet_omni,60,200,6
4371,Cu100,benzene,4,sevennet_omni,60,200,6
4372,Cu100,benzene,5,sevennet_omni,60,200,6
4373,Cu100,benzene,6,sevennet_omni,60,200,6
4374,Cu100,benzene,1,5m,60,200,6
4375,Cu100,benzene,2,5m,60,200,6
4376,Cu100,benzene,3,5m,60,200,6
4377,Cu100,benzene,4,5m,60,200,6
4378,Cu100,benzene,5,5m,60,200,6
4379,Cu100,benzene,6,5m,60,200,6
4380,Cu100,butadiene,1,sevennet_omni,60,200,4
4381,Cu100,butadiene,2,sevennet_omni,60,200,4
4382,Cu100,butadiene,3,sevennet_omni,60,200,4
4383,Cu100,butadiene,4,sevennet_omni,60,200,4
4384,Cu100,butadiene,5,sevennet_omni,60,200,4
4385,Cu100,butadiene,6,sevennet_omni,60,200,4
4386,Cu100,butadiene,1,5m,60,200,4
4387,Cu100,butadiene,2,5m,60,200,4
4388,Cu100,butadiene,3,5m,60,200,4
4389,Cu100,butadiene,4,5m,60,200,4
4390,Cu100,butadiene,5,5m,60,200,4
4391,Cu100,butadiene,6,5m,60,200,4
4392,Cu100,butanal,1,sevennet_omni,60,200,4
4393,Cu100,butanal,2,sevennet_omni,60,200,4
4394,Cu100,butanal,3,sevennet_omni,60,200,4
4395,Cu100,butanal,4,sevennet_omni,60,200,4
4396,Cu100,butanal,5,sevennet_omni,60,200,4
4397,Cu100,butanal,6,sevennet_omni,60,200,4
4398,Cu100,butanal,1,5m,60,200,4
4399,Cu100,butanal,2,5m,60,200,4
4400,Cu100,butanal,3,5m,60,200,4
4401,Cu100,butanal,4,5m,60,200,4
4402,Cu100,butanal,5,5m,60,200,4
4403,Cu100,butanal,6,5m,60,200,4
4404,Cu100,butane,1,sevennet_omni,60,200,4
4405,Cu100,butane,2,sevennet_omni,60,200,4
4406,Cu100,butane,3,sevennet_omni,60,200,4
4407,Cu100,butane,4,sevennet_omni,60,200,4
4408,Cu100,butane,5,sevennet_omni,60,200,4
4409,Cu100,butane,6,sevennet_omni,60,200,4
4410,Cu100,butane,1,5m,60,200,4
4411,Cu100,butane,2,5m,60,200,4
4412,Cu100,butane,3,5m,60,200,4
4413,Cu100,butane,4,5m,60,200,4
4414,Cu100,butane,5,5m,60,200,4
4415,Cu100,butane,6,5m,60,200,4
4416,Cu100,butyric_acid,1,sevennet_omni,60,200,4
4417,Cu100,butyric_acid,2,sevennet_omni,60,200,4
4418,Cu100,butyric_acid,3,sevennet_omni,60,200,4
4419,Cu100,butyric_acid,4,sevennet_omni,60,200,4
4420,Cu100,butyric_acid,5,sevennet_omni,60,200,4
4421,Cu100,butyric_acid,6,sevennet_omni,60,200,4
